texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,prompt,prompt_traducido,prompt_limpio,sentimiento,frame,subtopico
"Este año la alegría regresó a Guadalajara con las #FiestasdeOctubre. Te esperamos en 2023 para que tú también vivas esta experiencia al máximo. 🎉🎡 #VuelveAGuadalajara
📷 @poncho22",este ano la alegria regreso a guadalajara con las fiestas de octubre te esperamos en 2023 para que tu tambien vivas esta experiencia al maximo  vue l ve a guadalajara,ano alegrio regreso fiesta octubre esperar vivo experiencia maximo vue guadalajara,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,3
🌳💞Mazamitla es uno de los destinos cercanos a Guadalajara para que te des una escapada con tu persona favorita. ¿Tú a qué lugar volverías? #VuelveAGuadalajara y ten tu cita romántica perfecta. 🥰,mazamitla es uno de los destinos cercanos a guadalajara para que te des una escapada con tu persona favorita tu a que lugar volverias vue l ve a guadalajara y ten tu cita romantica perfecta,mazamitla destino cercano des escapada persona favorito lugar volveria vue guadalajara ten cita romantico perfecto,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"La alta cocina mexicana contemporánea... 🇲🇽 solo en Guadalajara. ❤️

Vuelve a nuestra ciudad 🏬 para disfrutar del talento de Francisco Ruano y su gran equipo en Restaurante Alcalde. @restalcalde 🍽

#VuelveAGuadalajara a disfrutar los sabores de México para el mundo.","la alta cocina mexicana contemporanea  solo en guadalajara 

vuelve a nuestra ciudad  para disfrutar del talento de francisco ruano y su gran equipo en restaurante alcalde  

vue l ve a guadalajara a disfrutar los sabores de mexico para el mundo",alto cocina mexicano contemporaneo volver ciudad talento francisco ruano equipo restaurante alcalde vue guadalajara disfrutar sabor mexico mundo,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"En Guadalajara se vive el Orgullo, 🌈 como en @xiquitobaresito, un bar en la Colonia Americana que te hará disfrutar de su cocina, cócteles y espectáculos. 🥳

#VuelveAGuadalajara #Pride","en guadalajara se vive el orgullo  como en  un bar en la colonia americana que te hara disfrutar de su cocina cocteles y espectaculos 

vue l ve a guadalajara pride",vivir orgullo bar colonia americano harar disfrutar cocina coctel espectaculo vue guadalajara pride,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
☃️🎄Vuelve a disfrutar la magia de la Navidad. Este diciembre vive la experiencia @navidaliagdl y sus cuatro mundos llenos de emociones únicas para todas las edades. #VuelveAGuadalajara,vuelve a disfrutar la magia de la navidad este diciembre vive la experiencia  y sus cuatro mundos llenos de emociones unicas para todas las edades vue l ve a guadalajara,volver disfrutar magia navidad diciembre vivir experiencia mundo lleno emoción unica edad vue guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"Este año regresaron los eventos a la ciudad. 🎡🥰 ¿Fuiste al Festival de la Cerveza?, 🍻 cuéntanos qué te pareció lo que viviste este 2022 en Guadalajara.
#VuelveAGuadalajara
📷 @soy.turistamex","este ano regresaron los eventos a la ciudad  fuiste al festival de la cerveza  cuentanos que te parecio lo que viviste este 2022 en guadalajara
vue l ve a guadalajara
 turistamex",ano regresar evento ciudad fuiste festival cerveza cuentano parecer vivistir vue guadalajara turistamex,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,RESPONSABILIDAD,-1
"El 2022 lo disfrutamos intensamente 🥰 y creemos que este evento nos permitió reencontrarnos con nuestras amistades y familia, ¿lo crees? 🥳

👉🏼 Cuéntanos: ¿cuál espectáculo fue el mejor de este año?

#VuelveAGuadalajara ❤️","el 2022 lo disfrutamos intensamente  y creemos que este evento nos permitio reencontrarnos con nuestras amistades y familia lo crees 

 cuentanos cual espectaculo fue el mejor de este ano

vue l ve a guadalajara",disfrutar intensamente evento permitir reencontrarnos amistad familia creer cuentano espectaculo ano vue guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,RESPONSABILIDAD,0
"Regresar para visitar tres bellos centros históricos 😮 en un solo viaje, así de genial es la Línea 3 del Tren Ligero. 🚌

¿Ya la conoces?

Vuelve a Guadalajara, ❤️ es una ciudad conectada.","regresar para visitar tres bellos centros historicos  en un solo viaje asi de genial es la linea 3 del tren ligero 

ya la conoces

vuelve a guadalajara  es una ciudad conectada",regresar visitar bello centro historico viaje genial linea tren ligero conocer volver guadalajara ciudad conectado,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,POS,NEUTRAL,0
#VuelveAGuadalajara el delicioso sabor tapatío de recordar los festivales gastronómicos que hicieron explotar de gozo nuestros paladares. ¿Cuál fue tu favorito? 🤤🥣👇,vue l ve a guadalajara el delicioso sabor tapatio de recordar los festivales gastronomicos que hicieron explotar de gozo nuestros paladares cual fue tu favorito,vue guadalajara delicioso sabor tapatio recordar festival gastronomico explotar gozo paladar favorito,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,1
"❄️☃️#VuelveAGuadalajara la magia de @navidaliagdl, un lugar para soñar despiertos en el mejor parque temático. Ven y celebra la Navidad al máximo. 
📅Del 06 de diciembre al 30 de diciembre.
📍Parque Ávila Camacho, Frente a Plaza Patria, GDL.","vue l ve a guadalajara la magia de  un lugar para sonar despiertos en el mejor parque tematico ven y celebra la navidad al maximo 
del 06 de diciembre al 30 de diciembre
parque avila camacho frente a plaza patria gdl",vue guadalajara magia lugar sonar despierto tematico ver celebrar navidad maximo diciembre parque avila camacho frente plaza patria gdl,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"🌳🌲En este 2022 ¿a qué pueblo mágico fuiste cerca de Guadalajara? Coméntanos a dónde fuiste y etiqueta a quién vas a invitar el siguiente año: 
#VuelveAGuadalajara","en este 2022 a que pueblo magico fuiste cerca de guadalajara comentanos a donde fuiste y etiqueta a quien vas a invitar el siguiente ano 
vue l ve a guadalajara",pueblo magico fuistar cerca comentanos ir etiqueta invitar ano vue guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"¿Sabías que Guadalajara es una de las ciudades con más infraestructura ciclista?
La próxima vez que regreses, ¡súbete a la bici! 
En Guadalajara tenemos opciones de movilidad sostenible para que vivas la ciudad al máximo. 
#VuelveAGuadalajara
📷 @bkt_bicipublica","sabias que guadalajara es una de las ciudades con mas infraestructura ciclista
la proxima vez que regreses subete a la bici 
en guadalajara tenemos opciones de movilidad sostenible para que vivas la ciudad al maximo 
vue l ve a guadalajara",sabio infraestructura ciclista proximo regresar subete bici opción movilidad sostenible vivo ciudad maximo vue guadalajara,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"Recomendaciones para vivir el arte contemporáneo en Guadalajara, algunos de nuestros espacios culturales favoritos ¿cuáles son los tuyos?",recomendaciones para vivir el arte contemporaneo en guadalajara algunos de nuestros espacios culturales favoritos cuales son los tuyos,recomendación vivir arte contemporaneo guadalajara espacio cultural favorito,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
En tu visita a #Guadalajara no puede faltar tu práctica de yoga. 🧘‍♂️Experimenta la paz interior en Jardín de Luz GDL. ✨,en tu visita a guadalajara no puede faltar tu practica de yoga experimenta la paz interior en jardin de luz gdl,visita guadalajara faltar practica yoga experimentar paz interior jardin luz gdl,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,1
"¿Qué es lo que más te emociona de diciembre? 🧑🏼‍🎄 En nuestro caso los increíbles días de Navidalia. ❄️

Para este año nos esperan grandes sorpresas para vivir hermosamente el 🎄 espíritu navideño.

¿Lo vas a visitar?

.

#Navidalia, #Guadalajara, #Jalisco, #ParqueTemático, #Navidad","que es lo que mas te emociona de diciembre  en nuestro caso los increibles dias de navidalia 

para este ano nos esperan grandes sorpresas para vivir hermosamente el  espiritu navideno

lo vas a visitar



navi dali a guadalajara jalisco parquet em tico navidad",emocionar diciembre caso increibl navidalia ano esperar sorpresa vivir hermosamente espiritu navideno visitar navi dali guadalajara jalisco parquet tico navidad,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,3
"¿Un lugar que combina hamburguesas o malvaviscos con churros? 😮 ¡En Churro MYO es posible esa y más combinaciones!

Disfruta las diferentes y deliciosas opciones que este establecimiento te ofrece en 📍 avenida Tepeyac 655, en Chapalita. 

Foto tomada de: @churromyo 📷

.

#Guadalajara, #Churros, #Comida, #ChurroMYO, #VisitaGuadalajara, #Food","un lugar que combina hamburguesas o malvaviscos con churros  en churro myo es posible esa y mas combinaciones

disfruta las diferentes y deliciosas opciones que este establecimiento te ofrece en  avenida tepeyac 655 en chapalita 

foto tomada de  



guadalajara churros com ida chur romy o visit a guadalajara food",lugar combinar hamburguesa malvavisco churro myo combinación disfrutar deliciosa opción establecimiento ofrecer avenida tepeyac chapalita foto tomado churros com ida chur romy visit guadalajara food,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"✨Admira el increíble mural de José Clemente Orozco en el Palacio de Gobierno de Guadalajara y sé parte de una experiencia inolvidable. 🙌🏽
.
.
.

#JoséClementeOrozco #Mural #PalacioDeGobierno ##Guadalajara #Jalisco #Turismo #VisitaGuadalajara","admira el increible mural de jose clemente orozco en el palacio de gobierno de guadalajara y se parte de una experiencia inolvidable 




jos clemente or oz co mural palacio de go bier no guadalajara jalisco turismo visit a guadalajara",admirar increible jose orozco gobierno experiencia inolvidable jos clemente mural palacio bier jalisco turismo visit guadalajara,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"🎶 Sin duda, el mariachi es parte fundamental del folclor tapatío y en este #DíaDelMúsico lo celebramos con orgullo y alegría. 🎉✨
.
.
.
#Guadalajara #Música #Músico #Music #Mariachi #Turismo","sin duda el mariachi es parte fundamental del folclor tapatio y en este d adel m sico lo celebramos con orgullo y alegria 



guadalajara m sica m sico music mariachi turismo",duda fundamental folclor tapatio adel celebrar orgullo alegria guadalajara sico music mariachi turismo,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,2
"⚾️💙💛 ¡Una visita que no te puedes perder si vienes a Guadalajara! La temporada de beis ya comenzó y tú puedes ser parte de este increíble juego. 
Consulta su calendario, boletos disponibles también en taquilla. @charrosbeisbol 
#TodosSomosCharros","una visita que no te puedes perder si vienes a guadalajara la temporada de beis ya comenzo y tu puedes ser parte de este increible juego 
consulta su calendario boletos disponibles tambien en taquilla  
todos somos ch arros",visita perder venir guadalajara temporada beis comenzo increible juego consultar calendario boleto disponible taquilla arro,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"🏦Esta es una leyenda real que debes conocer en tu próxima visita. El Puente de las Damas se construyó en 1792 durante la época virreinal para conectar a los barrios en temporada de lluvias cuando se desbordaban los ríos El Arenal y San Juan de Dios. Una obra que impulsó Fray Antonio Alcalde obispo de Guadalajara, como parte del desarrollo urbano de la ciudad. 📅Entrada al museo y los recorridos son gratuitos. Martes a domingo, de 10:00 a 18:00 horas. 📍Av. Cristóbal Colón 570, Zona Centro, Guadalajara, Jal.",esta es una leyenda real que debes conocer en tu proxima visita el puente de las damas se construyo en 1792 durante la epoca virreinal para conectar a los barrios en temporada de lluvias cuando se desbordaban los rios el arenal y san juan de dios una obra que impulso fray antonio alcalde obispo de guadalajara como parte del desarrollo urbano de la ciudad entrada al museo y los recorridos son gratuitos martes a domingo de 1000 a 1800 horas av cristobal colon 570 zona centro guadalajara jal,leyenda real proximo visita puente dama construyo epoca virreinal conectar barrio temporada lluvia desbordar rio arenal san juan dios obra impulso fray antonio alcalde obispo desarrollo urbano ciudad entrada museo recorrido gratuito martes domingo horas cristobal colon zona centro guadalajara jal,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"Arandas es un destino muy cerca de Guadalajara para que sigas disfrutando del ambiente tapatío:
⛪️ Visita la Parroquia San José Obrero, maravíllate con su arquitectura gótica que cuenta con una de las campanas más grandes de Latinoamérica. 
🤠Conoce el arte tequilero con un tour por la Destilería “La Alteña”.
🍹Tómate una paloma de @tequilatapatio.
🏍️Date un tour en moto y recorre los bellos paisajes.","arandas es un destino muy cerca de guadalajara para que sigas disfrutando del ambiente tapatio
 visita la parroquia san jose obrero maravillate con su arquitectura gotica que cuenta con una de las campanas mas grandes de latinoamerica 
conoce el arte tequilero con un tour por la destileria la altena
tomate una paloma de 
date un tour en moto y recorre los bellos paisajes",arandas destino cerca guadalajara sigar disfrutar ambiente tapatio visita parroquia san jose obrero maravillate arquitectura gotico campana latinoamerica conocer arte tequilero destilerio altén tomate paloma date tour moto recorrer bello paisaje,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
